Previous name,Current name,Index,Changed?,Comment
The PATH Malaria Vaccine Initiative (MVI),PATH,2732,Changed,
The PBCers Organization,The PBCers Organization,3605,,
The Peanut Institute,The Peanut Institute,3606,,
The Pediatric Low Grade Astrocytoma Foundation,The Pediatric Low Grade Astrocytoma Foundation,3607,,
The People's Hospital of Ningxia,The People's Hospital of Ningxia,3608,,
The Pew Charitable Trusts,The Pew Charitable Trusts,3609,,
The Physicians' Services Incorporated Foundation,The Physicians' Services Incorporated Foundation,3610,,
The Plastic Surgery Foundation,The Plastic Surgery Foundation,3611,,
The Ray E. Helfer Society,The Ray E. Helfer Society,3612,,
The Rising Tide Foundations for Clinical Cancer Research,The Rising Tide Foundations for Clinical Cancer Research,3613,,
The Robertson Foundation,The Robertson Foundation,3614,,
The Rogosin Institute,The Rogosin Institute,3615,,
The Salah Foundation,The Salah Foundation,3616,,
The Scripps Research Institute,The Scripps Research Institute,3617,,
The Second Affiliated Hospital of Dalian Medical University,The Second Affiliated Hospital of Dalian Medical University,3618,,University
The Second Affiliated Hospital of Kunming Medical University,The Second Affiliated Hospital of Kunming Medical University,3619,,University
The Second Affiliated Hospital of Tianjin University of Traditional Chinese Medicine，China,The Second Affiliated Hospital of Tianjin University of Traditional Chinese Medicine，China,3620,,University
The TIMI Study Group,The TIMI Study Group,3621,,
The Taub Group,The Taub Group,3622,,
The Third Xiangya Hospital of Central South University,The Third Xiangya Hospital of Central South University,3623,,University
The University of Hong Kong,The University of Hong Kong,3624,,University
The University of New South Wales,The University of New South Wales,3625,,University
The University of Texas Health Science Center at San Antonio,The University of Texas Health Science Center,3626,Changed,University
The University of Texas Health Science Center at Tyler,The University of Texas Health Science Center,3626,Changed,University
"The University of Texas Health Science Center, Houston",The University of Texas Health Science Center,3626,Changed,University
"The University of Texas Medical Branch, Galveston","The University of Texas Medical Branch, Galveston",3627,,University
The University of Texas at Arlington,The University of Texas at Arlington,3628,,University
The University of The West Indies,The University of The West Indies,3629,,University
The V Foundation for Cancer Research,The V Foundation for Cancer Research,3630,,
The VA Western New York Healthcare System,The VA Western New York Healthcare System,3631,,
The Western Pennsylvania Hospital,The Western Pennsylvania Hospital,3632,,
The Weston A. Price Foundation,The Weston A. Price Foundation,3633,,
The Wistar Institute,The Wistar Institute,3634,,
The first clinical college of Guangzhou medical university,The first clinical college of Guangzhou medical university,3635,,University
Themis Bioscience GmbH,Themis Bioscience GmbH,3636,,
"Theodore R. Brown, MD MPH","Theodore R. Brown, MD MPH",3637,,Doctor
Theodoros Foukakis,Theodoros Foukakis,3638,,
Theracos,Theracos,3639,,
Theradex,Theradex,3640,,
Theranexus,Theranexus,3641,,
Therapeutic Advances in Childhood Leukemia Consortium,Therapeutic Advances in Childhood Leukemia Consortium,3642,,
Therapeutic Research in Neuromuscular Disorders Solutions (TRiNDS),Therapeutic Research in Neuromuscular Disorders Solutions (TRiNDS),3643,,
"Therapeutics, Inc.","Therapeutics, Inc.",3644,,
Therapix Biosciences Ltd.,Therapix Biosciences Ltd.,3645,,
Therapure Biopharma Inc,Therapure Biopharma Inc,3646,,
Theravance Biopharma,Theravance Biopharma,3647,,
"Theravance Biopharma, US, Inc.",Theravance Biopharma,3647,Changed,
"This trial was conducted by the previous sponsor, Medarex",Medarex,2182,Changed,
"This trial was conducted by the previous sponsor, Nitto Denko Corporation","This trial was conducted by the previous sponsor, Nitto Denko Corporation",3648,,
Thomas Benfield,Thomas Benfield,3649,,
Thomas Gleason,Thomas Gleason,3650,,
Thomas Hope,Thomas Hope,3651,,
Thomas Jefferson University,Thomas Jefferson University,3652,,University
Thomayerova Teaching Hospital,Thomayerova Teaching Hospital,3653,,
"Thompson, Boyd Taylor, M.D., Massachusetts General Hospital","Thompson, Boyd Taylor, M.D., Massachusetts General Hospital",3654,,Doctor
Thoratec Corporation,Thoratec Corporation,3655,,
Thrasher Research Fund,Thrasher Research Fund,3656,,
Threshold Pharmaceuticals,Threshold Pharmaceuticals,3657,,
ThromboGenics,ThromboGenics,3658,,
Thrombolysis In Myocardial Infarction (TIMI) Academic Research Organization,Thrombolysis In Myocardial Infarction,3659,Changed,
Thrombolysis in Myocardial Infarction (TIMI) Study Group,Thrombolysis in Myocardial Infarction,3660,Changed,
Thunder Bay Regional Research Institute,Thunder Bay Regional Research Institute,3661,,
TiGenix S.A.U.,TiGenix S.A.U.,3662,,
"Tian Zhang, MD","Tian Zhang, MD",3663,,Doctor
Tianhe Stem Cell Biotechnologies Inc.,Tianhe Stem Cell Biotechnologies Inc.,3664,,
Tianjin First Central Hospital,Tianjin First Central Hospital,3665,,
Tianjin Medical University Cancer Institute and Hospital,Tianjin Medical University Cancer Institute and Hospital,3666,,University
Tianjin Medical University General Hospital,Tianjin Medical University General Hospital,3667,,University
Tianjin Medical University Second Hospital,Tianjin Medical University Second Hospital,3668,,University
Tianjin Nankai Hospital,Tianjin Nankai Hospital,3669,,
Ticeba GmbH,Ticeba GmbH,3670,,
"Timothy Boone, MD, PhD","Timothy Boone, MD, PhD",3671,,Doctor
Timothy J. Daskivich,Timothy J. Daskivich,3672,,Doctor
Timothy L. Brown,Timothy L. Brown,3673,,Doctor
"Timothy Morgan, MD","Timothy Morgan, MD",3674,,Doctor
Tinnitus Research Initiative,Tinnitus Research Initiative,3675,,
Tioga Pharmaceuticals,Tioga Pharmaceuticals,3676,,
Tisch Multiple Sclerosis Research Center of New York,Tisch Multiple Sclerosis Research Center of New York,3677,,
Tissue Tech Inc.,Tissue Tech Inc.,3678,,
Tissue Therapies Ltd.,Tissue Therapies Ltd.,3679,,
"TissueGene, Inc.","TissueGene, Inc.",3680,,
Titan Pharmaceuticals,Titan Pharmaceuticals,3681,,
"Tobira Therapeutics, Inc.","Tobira Therapeutics, Inc.",3682,,
Todd Doyle,Todd Doyle,3683,,
"Tolero Pharmaceuticals, Inc.","Tolero Pharmaceuticals, Inc.",3684,,
Tolmar Inc.,Tolmar Inc.,3685,,
"Toltec Pharmaceuticals, LLC","Toltec Pharmaceuticals, LLC",3686,,
"Tomas Bata Hospital, Czech Republic","Tomas Bata Hospital, Czech Republic",3687,,
Tomoaki Kato,Tomoaki Kato,3688,,
Tongji Hospital,Tongji Hospital,3689,,
"Tonix Pharmaceuticals, Inc.","Tonix Pharmaceuticals, Inc.",3690,,
"TopAlliance Biosciences, Inc.","TopAlliance Biosciences, Inc.",3691,,
Topical Remedy,Topical Remedy,3692,,
Topivert Pharma Ltd,Topivert Pharma Ltd,3693,,
"Topix Pharmaceuticals, Inc","Topix Pharmaceuticals, Inc",3694,,
"Toray Industries, Inc","Toray Industries, Inc",3695,,
Torben Harsløf,Torben Harsløf,3696,,
Toronto Rehabilitation Institute,Toronto Rehabilitation Institute,3697,,
"Toyama Chemical Co., Ltd.","Toyama Chemical Co., Ltd.",3698,,
Toyos Clinic,Toyos Clinic,3699,,
Tracon Pharmaceuticals Inc.,Tracon Pharmaceuticals Inc.,3700,,
"TransThera Biosciences Co., Ltd","TransThera Biosciences Co., Ltd",3701,,
Transdermal Delivery Solutions Corp,Transdermal Delivery Solutions Corp,3702,,
Transgene,Transgene,3703,,
Transition Therapeutics Ireland Limited,Transition Therapeutics Ireland Limited,3704,,
"Translate Bio, Inc.","Translate Bio, Inc.",3705,,
Translational Breast Cancer Research Consortium,Translational Breast Cancer Research Consortium,3706,,
Translational Breast Cancer Research Consortium (TBCRC),Translational Breast Cancer Research Consortium,3706,Changed,
Translational Drug Development,Translational Drug Development,3707,,
Translational Genomics Research Institute,Translational Genomics Research Institute,3708,,
"Translational Research Institute for Metabolism and Diabetes, Florida","Translational Research Institute for Metabolism and Diabetes, Florida",3709,,
Translational Research in Oncology,Translational Research in Oncology,3710,,
"Transwell Biotech Co., Ltd.","Transwell Biotech Co., Ltd.",3711,,
"Travis W. Gerlach, MD","Travis W. Gerlach, MD",3712,,Doctor
Treos Bio Zrt,Treos Bio Zrt,3713,,
Trevi Therapeutics,Trevi Therapeutics,3714,,
"Trevie, Inc.","Trevie, Inc.",3715,,
Tri-City Health Center,Tri-City Health Center,3716,,
Tri-Service General Hospital,Tri-Service General Hospital,3717,,
TriHealth Inc.,TriHealth Inc.,3718,,
Triangle Biostatistics,Triangle Biostatistics,3719,,
"Tricida, Inc.","Tricida, Inc.",3720,,
Triligent International,Triligent International,3721,,
Trillium Therapeutics Inc.,Trillium Therapeutics Inc.,3722,,
Trinity Hypertension & Metabolic Research Institute,Trinity Hypertension & Metabolic Research Institute,3723,,
Triple Negative Breast Cancer Foundation,Triple Negative Breast Cancer Foundation,3724,,
"Tris Pharma, Inc.","Tris Pharma, Inc.",3725,,
"Trovagene, Inc.","Trovagene, Inc.",3726,,
TruCare Internal Medicine & Infectious Disease,TruCare Internal Medicine & Infectious Disease,3727,,
TuBerculosis Vaccine Initiative,TuBerculosis Vaccine Initiative,3728,,
Tufts Medical Center,Tufts Medical Center,3729,,
Tufts University,Tufts University,3730,,University
Tufts University School of Dental Medicine,Tufts University School of Dental Medicine,3731,,University
Tulane University,Tulane University,3732,,University
Tulane University School of Public Health and Tropical Medicine,Tulane University School of Public Health and Tropical Medicine,3733,,University
Turku University Hospital,Turku University Hospital,3734,,University
"Turnstone Biologics, Inc.","Turnstone Biologics, Inc.",3735,,
Tuscaloosa Research & Education Advancement Corporation,Tuscaloosa Research & Education Advancement Corporation,3736,,
"Tvardi Therapeutics, Incorporated","Tvardi Therapeutics, Incorporated",3737,,
Ty Louis Campbell Foundation,Ty Louis Campbell Foundation,3738,,
Tyler Nephrology Associates,Tyler Nephrology Associates,3739,,
"Tyme, Inc","Tyme, Inc",3740,,
U.S. Army Medical Research and Materiel Command,U.S. Army Medical Research and Materiel Command,3741,,
"UCB BIOSCIENCES, Inc.","UCB BIOSCIENCES, Inc.",3743,,
UCB Biopharma S.P.R.L.,UCB,3742,Changed,
UCB Pharma,UCB,3742,Changed,
UCSF Imaging Center at China Basin,UCSF Imaging Center at China Basin,3744,,
UConn Health,UConn Health,3745,,
UF Health Cancer Center at Orlando Health,UF Health Cancer Center at Orlando Health,3746,,
UMC Utrecht,UMC Utrecht,3747,,
UNC Children's Hospital,UNC Children's Hospital,3748,,
UNC Lineberger Comprehensive Cancer Center,UNC Lineberger Comprehensive Cancer Center,3749,,
UNC-CH University Cancer Research Fund,UNC-CH University Cancer Research Fund,3750,,University
UNICANCER,UNICANCER,3751,,
"US Biotest, Inc.","US Biotest, Inc.",3752,,
US Department of Veterans Affairs,US Department of Veterans Affairs,3753,,
US Military HIV Research Program,US Military HIV Research Program,3754,,
US Oncology Research,US Oncology Research,3755,,
Udai Kammula,Udai Kammula,3756,,
Ultimovacs AS,Ultimovacs AS,3757,,
Ultragenyx Pharmaceutical Inc,Ultragenyx Pharmaceutical Inc,3758,,
Ulucanlar Eye Training and Research Hospital,Ulucanlar Eye Training and Research Hospital,3759,,
UniQure Biopharma B.V.,UniQure Biopharma B.V.,3760,,
Uniformed Services University of the Health Sciences,Uniformed Services University of the Health Sciences,3761,,University
United Allergy Services,United Allergy Services,3762,,
United BioPharma,United BioPharma,3763,,
United Neuroscience Ltd.,United Neuroscience Ltd.,3764,,
United States Agency for International Development (USAID),United States Agency for International Development (USAID),3765,,
United States Air Force,United States Air Force,3766,,
United States Army Medical Materiel Development Activity,United States Army Medical Materiel Development Activity,3767,,
United States Army Medical Research Institute of Infectious Diseases,United States Army Medical Research Institute of Infectious Diseases,3768,,
United States Department of Agriculture (USDA),United States Department of Agriculture (USDA),3769,,
United States Department of Defense,United States Department of Defense,3770,,
United States Department of Defense (DOD),United States Department of Defense,3770,Changed,
"United States Naval Medical Center, Portsmouth",United States Naval Medical Center,3771,Changed,
"United States Naval Medical Center, San Diego",United States Naval Medical Center,3771,Changed,
United Therapeutics,United Therapeutics,3772,,
"Unity Biotechnology, Inc.","Unity Biotechnology, Inc.",3773,,
Universidad Autonoma de Nuevo Leon,Universidad Autonoma de Nuevo Leon,3774,,
Universidad Autonoma de San Luis Potosí,Universidad Autonoma de San Luis Potosí,3775,,
Universidad Peruana Cayetano Heredia,Universidad Peruana Cayetano Heredia,3776,,
"Universidad Peruana Cayetano Heredia, Lima, Peru",Universidad Peruana Cayetano Heredia,3776,Changed,
Universidad de Zaragoza,Universidad de Zaragoza,3777,,
Universidade Federal Fluminense,Universidade Federal Fluminense,3778,,
Universidade Federal de Pernambuco,Universidade Federal de Pernambuco,3779,,
Universitaire Ziekenhuizen Leuven,Universitaire Ziekenhuizen Leuven,3780,,
University Cancer Foundation,University Cancer Foundation,3781,,University
"University Children's Hospital, Zurich","University Children's Hospital, Zurich",3782,,University
University Children’s Hospital Tuebingen,University Children’s Hospital Tuebingen,3783,,University
"University Clinical Center Republic of Srpska, Banja Luka","University Clinical Center Republic of Srpska, Banja Luka",3784,,University
"University Clinical Center, Sarajevo","University Clinical Center, Sarajevo",3785,,University
University College London Hospitals,University College London Hospitals,3786,,University
"University College, London","University College, London",3787,,University
University Ghent,University Ghent,3788,,University
"University Health Network, Toronto","University Health Network, Toronto",3789,,University
University Hospital Birmingham,University Hospital Birmingham,3790,,University
University Hospital Hradec Kralove,University Hospital Hradec Kralove,3791,,University
"University Hospital Inselspital, Berne","University Hospital Inselspital, Berne",3792,,University
University Hospital Olomouc,University Hospital Olomouc,3793,,University
University Hospital Ostrava,University Hospital Ostrava,3794,,University
University Hospital Tuebingen,University Hospital Tuebingen,3795,,University
University Hospital of Cologne,University Hospital of Cologne,3796,,University
University Hospital of Patras,University Hospital of Patras,3797,,University
"University Hospital, Aachen","University Hospital, Aachen",3798,,University
"University Hospital, Aker","University Hospital, Aker",3799,,University
"University Hospital, Bonn","University Hospital, Bonn",3800,,University
"University Hospital, Brest","University Hospital, Brest",3801,,University
"University Hospital, Geneva","University Hospital, Geneva",3802,,University
"University Hospital, Grenoble","University Hospital, Grenoble",3803,,University
University Hospitals Cleveland Medical Center,University Hospitals Cleveland Medical Center,3804,,University
"University Hospitals, Leicester","University Hospitals, Leicester",3805,,University
University Medical Center Groningen,University Medical Center Groningen,3806,,University
University Medical Center of Southern Nevada,University Medical Center of Southern Nevada,3807,,University
University at Buffalo,University at Buffalo,3808,,University
University of Aarhus,University of Aarhus,3809,,University
University of Alabama at Birmingham,University of Alabama at Birmingham,3810,,University
University of Alberta,University of Alberta,3811,,University
University of Arizona,University of Arizona,3812,,University
University of Arkansas,University of Arkansas,3813,,University
"University of Auckland, New Zealand","University of Auckland, New Zealand",3814,,University
University of Birmingham,University of Birmingham,3815,,University
University of Bologna,University of Bologna,3816,,University
University of British Columbia,University of British Columbia,3817,,University
University of Cagliari,University of Cagliari,3818,,University
University of Calgary,University of Calgary,3819,,University
"University of California, Davis","University of California, Davis",3820,,University
